EncodingTable,RecognitionTable,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,info_repeat_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,QuestionNr,QuestionGroup,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,Jelszó*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,loc_instructions_1_key.keys,loc_instructions_1_key.rt,loc_instructions_2_key.keys,loc_instructions_2_key.rt,loc_instructions_2_key_2.keys,loc_instructions_2_key_2.rt,loc_instructions_recognition_3_key.keys,loc_instructions_recognition_3_key.rt,faq_key.keys,faq_key.rt,loc_instructions_practice_key.keys,loc_instructions_practice_key.rt,info_repeat_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,loc_enc_practice.thisRepN,loc_enc_practice.thisTrialN,loc_enc_practice.thisN,loc_enc_practice.thisIndex,loc_enc_practice.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_trial_key.rt,filler_task_resp.keys,filler_task_resp.corr,filler_task_resp.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,loc_rec_practice.thisRepN,loc_rec_practice.thisTrialN,loc_rec_practice.thisN,loc_rec_practice.thisIndex,loc_rec_practice.ran,LOC_PRACTICE.thisRepN,LOC_PRACTICE.thisTrialN,LOC_PRACTICE.thisN,LOC_PRACTICE.thisIndex,LOC_PRACTICE.ran,end_practice_key.keys,end_practice_key.rt,obj_instructions_1_key.keys,obj_instructions_1_key.rt,obj_instructions_2_key.keys,obj_instructions_2_key.rt,obj_instructions_recognition_3_key.keys,obj_instructions_recognition_3_key.rt,faq_key_2.keys,faq_key_2.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,obj_instructions_practice_key.keys,obj_instructions_practice_key.rt,obj_enc_practice.thisRepN,obj_enc_practice.thisTrialN,obj_enc_practice.thisN,obj_enc_practice.thisIndex,obj_enc_practice.ran,obj_rec_practice.thisRepN,obj_rec_practice.thisTrialN,obj_rec_practice.thisN,obj_rec_practice.thisIndex,obj_rec_practice.ran,OBJ_PRACTICE.thisRepN,OBJ_PRACTICE.thisTrialN,OBJ_PRACTICE.thisN,OBJ_PRACTICE.thisIndex,OBJ_PRACTICE.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,start_task_key.keys,start_task_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_fx_key.rt,comprehension_questions_4.thisRepN,comprehension_questions_4.thisTrialN,comprehension_questions_4.thisN,comprehension_questions_4.thisIndex,comprehension_questions_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,enc_fx_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_questions_5.thisRepN,comprehension_questions_5.thisTrialN,comprehension_questions_5.thisN,comprehension_questions_5.thisIndex,comprehension_questions_5.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,137,2000,2,3,OBJ,OLP,1,1,stimuli/fractals/125a.jpg,0.119350979,0.404233316,stimuli/fractals/125a.jpg,stimuli/fractals/125c.jpg,stimuli/fractals/125b.jpg,0.119350979,0.404233316,0.304360389,0.40877693,-0.158200511,0.141633745,0.075858386,-0.408288827,2.13706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,138,1000,2,3,OBJ,ERP,1,4,stimuli/fractals/21b.jpg,-0.354905073,-0.290968501,stimuli/fractals/21b.jpg,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,-0.354905073,-0.290968501,-0.131593687,-0.400686979,-0.326104791,0.175908883,-0.023609364,0.415704163,0.669955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,139,2000,2,3,OBJ,OLP,2,0,stimuli/fractals/125c.jpg,0.119350979,0.404233316,stimuli/fractals/125a.jpg,stimuli/fractals/125c.jpg,stimuli/fractals/125b.jpg,0.119350979,0.404233316,0.304360389,0.40877693,-0.158200511,0.141633745,0.075858386,-0.408288827,2.819485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,140,4000,2,3,OBJ,ERP,1,5,stimuli/fractals/121c.jpg,0.149566363,-0.093114531,stimuli/fractals/121c.jpg,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,0.149566363,-0.093114531,0.347588619,0.06163237,0.129703813,-0.376906914,-0.354557582,0.067131083,0.82145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,141,1000,2,3,OBJ,OLP,1,5,stimuli/fractals/81b.jpg,0.081028782,0.112774976,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,0.081028782,0.112774976,0.384130839,-0.22592415,-0.143528051,0.158883915,-0.379117302,-0.048889937,0.502625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,142,3000,2,3,OBJ,OLP,2,0,stimuli/fractals/72a.jpg,-0.243944282,-0.181161613,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.243944282,-0.181161613,-0.383474674,0.414757444,-0.129497678,0.327581638,0.212670303,0.058942636,0.64152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,143,2000,2,3,OBJ,ERP,2,0,stimuli/fractals/21b.jpg,-0.354905073,-0.290968501,stimuli/fractals/21b.jpg,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,-0.354905073,-0.290968501,-0.131593687,-0.400686979,-0.326104791,0.175908883,-0.023609364,0.415704163,0.69302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,144,2000,2,3,OBJ,BL,0,0,stimuli/fractals/141a.jpg,0.037464377,-0.381293443,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.037464377,-0.381293443,-0.261269744,-0.341965949,-0.019179253,0.208287433,0.355714286,0.388375852,0.82753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,145,3000,2,3,OBJ,OLP,1,3,stimuli/fractals/90c.jpg,0.304858763,0.130674257,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,0.304858763,0.130674257,0.082226001,-0.201075783,0.1024199,0.367950367,-0.377458042,0.287958065,0.60875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,146,500,2,3,OBJ,ERP,2,0,stimuli/fractals/121c.jpg,0.149566363,-0.093114531,stimuli/fractals/121c.jpg,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,0.149566363,-0.093114531,0.347588619,0.06163237,0.129703813,-0.376906914,-0.354557582,0.067131083,0.723355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,147,3000,2,3,OBJ,OLP,2,0,stimuli/fractals/81c.jpg,0.081028782,0.112774976,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,0.081028782,0.112774976,0.384130839,-0.22592415,-0.143528051,0.158883915,-0.379117302,-0.048889937,0.47811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,148,1000,2,3,OBJ,OLP,1,1,stimuli/fractals/140b.jpg,0.072059299,0.108585835,stimuli/fractals/140b.jpg,stimuli/fractals/140a.jpg,stimuli/fractals/140c.jpg,0.072059299,0.108585835,0.35941804,0.198108617,-0.09232713,-0.113614382,-0.360852026,-0.31204325,0.73741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,149,500,2,3,OBJ,OLP,2,0,stimuli/fractals/90b.jpg,0.304858763,0.130674257,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,0.304858763,0.130674257,0.082226001,-0.201075783,0.1024199,0.367950367,-0.377458042,0.287958065,0.71968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,150,1000,2,3,OBJ,OLP,2,0,stimuli/fractals/140a.jpg,0.072059299,0.108585835,stimuli/fractals/140b.jpg,stimuli/fractals/140a.jpg,stimuli/fractals/140c.jpg,0.072059299,0.108585835,0.35941804,0.198108617,-0.09232713,-0.113614382,-0.360852026,-0.31204325,1.260655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2000,,3,OBJ,LURE,,,stimuli/fractals/87a.jpg,0.285357486,0.079617836,stimuli/fractals/87b.jpg,stimuli/fractals/87c.jpg,stimuli/fractals/87a.jpg,0.285357486,0.079617836,0.292341312,0.382689685,0.087997522,0.041084646,-0.171919221,-0.257207915,,d,1,0.853365,,j,0.846165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,101,OLP,stimuli/fractals/87b.jpg,0.285357486,0.079617836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3000,,3,OBJ,LURE,,,stimuli/fractals/73c.jpg,-0.35660557,0.179545869,stimuli/fractals/73b.jpg,stimuli/fractals/73a.jpg,stimuli/fractals/73c.jpg,-0.35660557,0.179545869,-0.369365404,-0.131422379,-0.081438956,0.150600686,0.159570368,0.185959196,,,,,,f,3.683985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,105,ERP,stimuli/fractals/73b.jpg,-0.35660557,0.179545869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1000,,3,OBJ,LURE,,,stimuli/fractals/83a.jpg,0.079108488,-0.343987548,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,0.079108488,-0.343987548,0.076705765,-0.019711105,-0.064765319,-0.104058666,-0.380633345,-0.096875791,,,,,f,f,1.996005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,102,OLP,stimuli/fractals/83c.jpg,0.079108488,-0.343987548,0.0901,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2000,,3,OBJ,LURE,,,stimuli/fractals/110a.jpg,0.269029389,0.119457467,stimuli/fractals/110b.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110a.jpg,0.269029389,0.119457467,0.237849725,0.402539957,0.056138034,0.208213553,-0.257009334,0.023997842,,,,,,j,1.17321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,103,OLP,stimuli/fractals/110b.jpg,0.269029389,0.119457467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3000,,3,OBJ,FOIL,,,stimuli/fractals/168c.jpg,0.178496792,0.17356055,,,,,,,,,,,,,,,,,j,1.529505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2000,,3,OBJ,FOIL,,,stimuli/fractals/145b.jpg,0.362224814,0.10168005,,,,,,,,,,,,,,,,,j,1.208415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4000,,3,OBJ,FOIL,,,stimuli/fractals/50c.jpg,-0.344663073,-0.022304402,,,,,,,,,,,,,,,,,j,1.76461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4000,,3,OBJ,LURE,,,stimuli/fractals/41c.jpg,0.368182576,0.131696841,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,0.368182576,0.131696841,0.150490059,-0.165393733,0.252538345,-0.164325831,-0.306515735,0.411922004,,,,,,j,1.79035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,111,ERP,stimuli/fractals/41b.jpg,0.368182576,0.131696841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1000,,3,OBJ,LURE,,,stimuli/fractals/101c.jpg,-0.242561837,0.187573357,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,-0.242561837,0.187573357,-0.334201571,-0.108516257,-0.243253346,-0.320079554,0.214651141,-0.106514033,,,,,,f,3.425765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,104,OLP,stimuli/fractals/101b.jpg,-0.242561837,0.187573357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5000,,3,OBJ,LURE,,,stimuli/fractals/16c.jpg,-0.273543127,0.021049966,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-0.273543127,0.021049966,-0.261579956,-0.402171975,-0.388300722,0.236752172,0.266061911,-0.243729524,,,,,,j,0.93858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,112,ERP,stimuli/fractals/16a.jpg,-0.273543127,0.021049966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3000,,3,OBJ,FOIL,,,stimuli/fractals/20a.jpg,0.089201649,0.046771735,,,,,,,,,,,,,,,,,j,1.02213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1000,,3,OBJ,FOIL,,,stimuli/fractals/44c.jpg,0.2419175,-0.365053204,,,,,,,,,,,,,,,,,j,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1000,,3,OBJ,TARGET,,,stimuli/fractals/143c.jpg,0.253759186,0.262285738,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,stimuli/fractals/143a.jpg,0.253759186,0.262285738,0.280430334,-0.328156874,-0.040894393,0.261167147,-0.2142721,0.027697793,,,,,,j,0.554535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,113,ERP,stimuli/fractals/143c.jpg,0.253759186,0.262285738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1000,,3,OBJ,TARGET,,,stimuli/fractals/4a.jpg,-0.285168326,-0.407329313,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4b.jpg,-0.285168326,-0.407329313,-0.371524463,-0.144943433,-0.375599987,-0.069391517,0.054406479,0.149951705,,,,,,f,1.268335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,116,OLP,stimuli/fractals/4a.jpg,-0.285168326,-0.407329313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1000,,3,OBJ,FOIL,,,stimuli/fractals/86b.jpg,0.18528805,0.377959775,,,,,,,,,,,,,,,,,j,1.14073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2000,,3,OBJ,TARGET,,,stimuli/fractals/136b.jpg,-0.204050729,-0.407575717,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136a.jpg,-0.204050729,-0.407575717,-0.353869752,-0.287464468,0.038061518,-0.300321206,0.135536707,0.14240232,,,,,,j,0.960595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,117,OLP,stimuli/fractals/136b.jpg,-0.204050729,-0.407575717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
